book_id,isbn,authors,original_publication_year,title
8532,156005204,"José Saramago, Giovanni Pontiero",1982,Baltasar and Blimunda
8533,688044026,"Rose Levy Beranbaum, Maria Guarnaschelli, Vincent Lee, Manuela Paul, Dean G. Bornstein",1988,The Cake Bible
8534,1484709012,Robert  Beatty,2015,"Serafina and the Black Cloak (Serafina, #1)"
8535,1857239407,"Alan Dean Foster, George Lucas",1976,A New Hope  (Star Wars: Novelizations #4)
8536,345498208,Nancy Thayer,2009,Summer House
8537,1592400825,Sarah Turnbull,2003,Almost French: Love and a New Life in Paris
8538,,Amélie Nothomb,1999,Stupeur et tremblements
8539,345476867,Anne Rice,1998,Pandora / Vittorio the Vampire (New Tales of the Vampires)
8540,61728934,Candace Bushnell,2011,"Summer and the City (The Carrie Diaries, #2)"
8541,1410400964,Jeffery Deaver,2002,"The Stone Monkey (Lincoln Rhyme, #4)"
8542,042520426X,J.D. Robb,2005,"Origin in Death (In Death, #21)"
8543,689849230,Angela Johnson,2003,"The First Part Last (Heaven, #2)"
8544,307459659,"Christopher Chabris, Daniel Simons",2010,The Invisible Gorilla: And Other Ways Our Intuitions Deceive Us
8545,055358359X,Tami Hoag,2006,"Prior Bad Acts (Kovac and Liska, #3)"
8546,61131644,Erin Hunter,2007,"Firestar's Quest (Warriors Super Edition, #1)"
8547,385521723,Steve Toltz,2008,A Fraction of the Whole
8548,763655996,Jon Klassen,2012,This is Not My Hat
8549,761147489,Ramit Sethi,2009,I Will Teach You To Be Rich
8550,446580856,Nelson DeMille,2015,"Radiant Angel (John Corey, #7)"
8551,,Jeff Wheeler,2016,"The Queen's Poisoner (Kingfountain, #1)"
8552,84386874,"Karen Kingsbury, Gary Smalley",2004,"Rejoice (Redemption, #4)"
8553,385530803,Michio Kaku,2011,Physics of the Future: How Science Will Shape Human Destiny and Our Daily Lives by the Year 2100
8554,1423168232,Jennifer Lynn Barnes,2013,"The Naturals (The Naturals, #1)"
8555,1405208198,"Hergé, Leslie Lonsdale-Cooper, Michael Turner",1960,"Tintin in Tibet (Tintin, #20)"
8556,99459051,"Henning Mankell, Ebba Segerberg",1997,"Firewall (Wallander, #8)"
8557,081099478X,"Michael Buckley, Peter Ferguson",2008,"Tales From the Hood (The Sisters Grimm, #6)"
8558,316611689,"Charles Bernard Nordhoff, James Norman Hall",1932,"Mutiny on the Bounty (The Bounty Trilogy, #1)"
8559,1931514941,Ken Akamatsu,1999,"Love Hina, Vol. 01"
8560,075730334X,"William Arntz, Betsy Chasse, Mark Vicente",2005,What the Bleep Do We Know!?: Discovering the Endless Possibilities for Altering Your Everyday Reality
8561,1612187005,Jeff Wheeler,2011,"The Wretched of Muirwood (Legends of Muirwood, #1)"
8562,380753022,Johanna Lindsey,1990,"Gentle Rogue (Malory-Anderson Family, #3)"
8563,62429973,Terry Pratchett,2015,"The Shepherd's Crown (Discworld, #41; Tiffany Aching, #5)"
8564,192805622,"Elizabeth Gaskell, Shirley Foster",1848,Mary Barton
8565,486424529,Joseph Conrad,1904,Nostromo
8566,758278438,Ellen Marie Wiseman,2012,The Plum Tree
8567,1421506289,"Tsugumi Ohba, Takeshi Obata",2005,"Death Note, Vol. 7: Zero (Death Note, #7)"
8568,980003431,Michael J. Sullivan,2008,"The Crown Conspiracy (The Riyria Revelations, #1)"
8569,1250029880,Sherrilyn Kenyon,2013,"Styxx (Dark-Hunter, #22)"
8570,019280474X,"Honoré de Balzac, Sylvia Raphael, Christopher Prendergast",1833,Eugénie Grandet
8571,039458404X,"Marcella Hazan, Karin Kretschmann",1992,Essentials of Classic Italian Cooking
8572,312340710,"Arnaldur Indriðason, Bernard Scudder",2001,Silence of the Grave (Inspector Erlendur #4)
8573,803737203,Jess Rothenberg,2012,The Catastrophic History of You and Me
8574,805090053,April Henry,2010,"Girl, Stolen (Girl, Stolen #1)"
8575,1590388003,Obert Skye,2007,"Leven Thumps and the Eyes of the Want (Leven Thumps, #3)"
8576,,"Bill O'Reilly, Martin Dugard",2015,Killing Reagan: The Violent Assault That Changed a Presidency
8577,1935618040,"Leah Wilson, Jennifer Lynn Barnes, Mary Borsellino, Sarah Rees Brennan, Terri  Clark, Bree Despain, Adrienne Kress, Sarah Darer Littman, Cara Lockwood, Elizabeth M. Rees, Carrie Ryan, Ned Vizzini, Lili Wilkinson, Blythe Woolston",2011,The Girl Who Was on Fire: Your Favorite Authors on Suzanne Collins' Hunger Games Trilogy
8578,006444001X,"Russell Hoban, Lillian Hoban",1970,A Bargain for Frances
8579,399158820,J.D. Robb,2013,"Calculated in Death (In Death, #36)"
8580,1555977073,Maggie Nelson,2015,The Argonauts
8581,316005274,"Jann S. Wenner, Corey Seymour",2007,Gonzo: The Life of Hunter S. Thompson
8582,374106681,Dominic Smith,2016,The Last Painting of Sara de Vos
8583,,Louise Jensen,2016,The Sister
8584,758266944,Jennifer Estep,2011,"Kiss of Frost (Mythos Academy, #2)"
8585,439050235,David Shannon,2002,Duck On A Bike
8586,1401341705,Margaret Leroy,2011,The Soldier's Wife
8587,,Jennifer A. Nielsen,2014,"The Shadow Throne (The Ascendance Trilogy, #3)"
8588,140097317,Paul Auster,1985,"City of Glass (The New York Trilogy, #1)"
8589,850515025,Machado de Assis,1880,Memórias Póstumas de Brás Cubas
8590,61160881,Elizabeth  George,2010,"This Body of Death (Inspector Lynley, #16)"
8591,553262149,L.M. Montgomery,1925,"Emily Climbs (Emily, #2)"
8592,446500046,Jacqueline Carey,2001,"Kushiel's Mercy (Imriel's Trilogy, #3)"
8593,006000942X,Thomas C. Foster,2003,How to Read Literature Like a Professor: A Lively and Entertaining Guide to Reading Between the Lines
8594,765332000,Orson Scott Card,2011,"Shadows in Flight (Ender's Shadow, #5)"
8595,62289241,Ilona Andrews,2014,"Burn for Me (Hidden Legacy, #1)"
8596,743281640,Robert Crais,2008,"Chasing Darkness (Elvis Cole, #12)"
8597,810987880,Lauren Myracle,2004,"ttyl (Internet Girls, #1)"
8598,312291450,Bruce Campbell,2001,If Chins Could Kill: Confessions of a B-Movie Actor
8599,1421515636,"Matsuri Hino, Tomo Kimura",2006,"Vampire Knight, Vol. 4 (Vampire Knight, #4)"
8600,3499237709,"Denis Johnson, Bettina Abarbanell",2002,Train Dreams
8601,62219685,Rolf Dobelli,2011,The Art of Thinking Clearly
8602,152002650,Ellen Stoll Walsh,1989,Mouse Paint
8603,,L.D. Davis,2012,"Accidentally on Purpose (Accidentally on Purpose, #1)"
8604,3822859710,Ulrich Bischoff,1990,Edvard Munch: 1863-1944 (Basic Art)
8605,631227083,"Charles Harrison, Paul Wood",2002,Art in Theory 1900 - 2000: An Anthology of Changing Ideas
8606,811879542,"Hervé Tullet, Christopher Franceschelli",2010,Press Here
8607,340894334,Robert Muchamore,2005,"The Killing (Cherub, #4)"
8608,752849190,Harlan Coben,1999,Darkest Fear (Myron Bolitar #7)
8609,192723715,"Alfred Tennyson, Charles Keeping",1833,The Lady of Shalott
8610,689875460,Lisi Harrison,2005,"Revenge of the Wannabes (The Clique, #3)"
8611,019283617X,"Friedrich Nietzsche, Douglas Smith",1887,On the Genealogy of Morals
8612,1563890526,"Jamie Delano, John Ridgway, Alfredo Alcalá",1988,Hellblazer: Original Sins
8613,1401341764,"Jane Lynch, Lisa Dickey",2011,Happy Accidents: A Memoir
8614,,Jonathan Renshaw,2015,"Dawn of Wonder (The Wakening, #1)"
8615,749955910,J.D. Robb,2012,"Celebrity in Death (In Death, #34)"
8616,,سلطان موسى الموسى,2014,أقوم قيلا
8617,1585678449,"Walter Moers, John Brownjohn",1999,"The 13½ Lives of Captain Bluebear (Zamonia, #1)"
8618,140132937,Antonia Fraser,1992,The Wives of Henry VIII
8619,61998168,Shel Silverstein,2011,Every Thing on It
8620,394839730,Raymond Briggs,1978,The Snowman
8621,62333046,Jay Crownover,2014,"Nash (Marked Men, #4)"
8622,,Quinn Loftis,2012,"Just One Drop (The Grey Wolves, #3)"
8623,345379187,"Carl Sagan, Ann Druyan",1997,Billions & Billions: Thoughts on Life and Death at the Brink of the Millennium
8624,399155988,John Sandford,2009,"Rough Country (Virgil Flowers, #3)"
8625,449911934,John Updike,1971,Rabbit Redux (Rabbit Angstrom #2)
8626,60562250,Lemony Snicket,2002,Lemony Snicket: The Unauthorized Autobiography (A Series of Unfortunate Events companion)
8627,330344951,Winston Graham,1945,"Ross Poldark (Poldark, #1)"
8628,1250067847,Gregg Hurwitz,2016,"Orphan X (Orphan X, #1)"
8629,,Bella Andre,2011,"The Look of Love (San Francisco Sullivans, #1; The Sullivans, #1)"
8630,1587672286,Stephen King,2010,Blockade Billy
8631,752858637,Robert Ludlum,1973,The Matlock Paper
8632,1565125525,Roland Merullo,2007,Breakfast with Buddha
8633,140449213,"Suetonius, Michael Grant, Robert Graves",119,The Twelve Caesars
8634,1627761314,"Ibraheem Abbas, إبراهيم عباس, Yasser Bahjatt",2013,حوجن [Ḥawjan]
8635,140294295,Bernard Cornwell,1988,"Sharpe's Rifles (Sharpe, #6)"
8636,345479335,R.A. Salvatore,1999,"Vector Prime (Star Wars: The New Jedi Order, #1)"
8637,60519568,Scott Westerfeld,2005,"Touching Darkness (Midnighters, #2)"
8638,1416593381,Lisa Lutz,2009,"Revenge of the Spellmans (The Spellmans, #3)"
8639,1594205345,Charlie LeDuff,2013,Detroit: An American Autopsy
8640,61043494,Dorothy L. Sayers,1935,"Gaudy Night (Lord Peter Wimsey, #12)"
8641,174348495X,C.S. Pacat,2016,"Kings Rising (Captive Prince, #3)"
8642,,"Penelope Douglas, Abby Craden, Nelson Hobbs",2014,"Rival (Fall Away, #2)"
8643,60082097,Philip Reeve,2001,"Mortal Engines (The Hungry City Chronicles, #1)"
8644,1846058317,"James Patterson, Mark Pearson",2011,Private London (Private #4)
8645,451463072,Faith Hunter,2010,"Blood Cross (Jane Yellowrock, #2)"
8646,,Gemma Halliday,2006,"Spying in High Heels (High Heels, #1)"
8647,394758250,Raymond Chandler,1943,"The Lady in the Lake (Philip Marlowe, #4)"
8648,439673631,"Bernadette Rossetti-Shustak, Caroline Jayne Church",2005,I Love You Through and Through
8649,525954562,Lisa Gardner,2015,"Crash & Burn (Tessa Leoni, #3)"
8650,1401211038,"Jim Krueger, Alex Ross, Doug Braithwaite",2006,"Justice, Volume 1"
8651,886778441,Tad Williams,1998,"River of Blue Fire (Otherland, #2)"
8652,786814179,"William Nicholson, Peter Sís",2000,"The Wind Singer (Wind on Fire, #1)"
8653,156031612,Scarlett Thomas,2006,The End of Mr. Y
8654,345501748,"Michael Chabon, Gary Gianni",2007,Gentlemen of the Road
8655,316043001,"James Andrew Miller, Tom Shales",2011,Those Guys Have All the Fun: Inside the World of ESPN
8656,743484258,Daniel Wallace,1998,Big Fish
8657,425266869,Tammara Webber,2014,"Breakable (Contours of the Heart, #2)"
8658,62209841,Lisa O'Donnell,2012,The Death of Bees
8659,076790284X,Frances Mayes,1999,Bella Tuscany
8660,451236718,Rachel Caine,2012,"Black Dawn (The Morganville Vampires, #12)"
8661,62007289,"Tim Tebow, Nathan Whitaker",2011,Through My Eyes
8662,446610380,Octavia E. Butler,1998,"Parable of the Talents (Earthseed, #2)"
8663,1613778538,"Joe Hill, Gabriel Rodríguez",2014,"Locke & Key, Vol. 6: Alpha & Omega"
8664,,J.G. Ballard,1984,"Empire of the Sun (Empire of the Sun, #1)"
8665,307020754,"Patricia M. Scarry, Richard Scarry",1961,The Country Mouse and the City Mouse; The Fox and the Crow; The Dog and His Bone
8666,618446877,Paul Theroux,2002,Dark Star Safari: Overland from Cairo to Cape Town
8667,345327861,Anne McCaffrey,1982,"Crystal Singer (Crystal Singer, #1)"
8668,,Sarah J. Maas,2012,"The Assassin and the Underworld (Throne of Glass, #0.4)"
8669,60283246,"Laura Joffe Numeroff, Felicia Bond",2008,If You Give a Cat a Cupcake
8670,034551128X,James Luceno,2012,Darth Plagueis
8671,006245496X,"Anderson Cooper, Gloria Vanderbilt",2016,"The Rainbow Comes and Goes: A Mother and Son On Life, Love, and Loss"
8672,316261246,Ben H. Winters,2016,Underground Airlines
8673,312359667,Ann Cleeves,2006,"Raven Black (Shetland Island, #1)"
8674,1250002826,Sherrilyn Kenyon,2012,"Infamous (Chronicles of Nick, #3)"
8675,440220424,"Sarah L. Delany, A. Elizabeth Delany, Amy Hill Hearth",1993,Having Our Say: The Delany Sisters' First 100 Years
8676,374299250,Richard Price,2008,Lush Life
8677,671038540,Peter Hedges,1991,What's Eating Gilbert Grape
8678,,Gail Carriger,2013,"Curtsies & Conspiracies (Finishing School, #2)"
8679,385342942,Annie Barrows,2015,The Truth According to Us
8680,842386882,"Karen Kingsbury, Gary Smalley",2004,"Reunion (Redemption, #5)"
8681,055299877X,Armistead Maupin,1980,"More Tales of the City (Tales of the City, #2)"
8682,140449442,"Émile Zola, Robin Buss",1867,Thérèse Raquin
8683,307394999,Chris Bohjalian,2011,The Night Strangers
8684,,J.S. Scott,2013,"The Billionaire's Obsession ~ Simon (The Billionaire's Obsession, #1)"
8685,125011117X,Sarah Pinborough,2017,Behind Her Eyes
8686,486437507,"Robert W. Chambers, E.F. Bleiler",1895,The King in Yellow and Other Horror Stories
8687,393307611,Patrick O'Brian,1973,H.M.S. Surprise
8688,451163931,"Ayn Rand, Nathaniel Branden",1961,The Virtue of Selfishness: A New Concept of Egoism
8689,778325504,Debbie Macomber,2008,"Twenty Wishes (Blossom Street, #5)"
8690,670020575,Joseph Boyden,2008,Through Black Spruce
8691,312571259,Susan  Wilson,2010,One Good Dog
8692,802135781,Jeanette Winterson,1989,Sexing the Cherry
8693,312576986,Randy Susan Meyers,2009,The Murderer's Daughters
8694,399154701,J.D. Robb,2008,"Strangers in Death (In Death, #26)"
8695,1423157311,Victoria Schwab,2013,"The Archived (The Archived, #1)"
8696,802130917,David Mamet,1983,Glengarry Glen Ross
8697,156030373,Umberto Eco,1994,The Island of the Day Before
8698,1250077699,Ruth Wariner,2016,The Sound of Gravel
8699,072324734X,Beatrix Potter,1982,The Complete Adventures of Peter Rabbit
8700,606300538,Charles M. Schulz,1965,A Charlie Brown Christmas
8701,9509051373,Frank Miller,1991,"Sin City: Una Dura Despedida, #1 de 3"
8702,425223256,Nalini Singh,2008,"Hostage to Pleasure (Psy-Changeling, #5)"
8703,743254430,Adrian Nicole LeBlanc,2003,"Random Family: Love, Drugs, Trouble, and Coming of Age in the Bronx"
8704,735102864,"Leo Tolstoy, Louise Maude, Aylmer Maude",1899,Resurrection
8705,1439134340,Larry Correia,2011,"Hard Magic (Grimnoir Chronicles, #1)"
8706,1847376177,John Sandford,2010,"Storm Prey (Lucas Davenport, #20)"
8707,310240506,Lee Strobel,2004,The Case for a Creator: A Journalist Investigates Scientific Evidence That Points Toward God
8708,1937007294,Benedict Jacka,2012,"Fated (Alex Verus, #1)"
8709,755358783,Maggie O'Farrell,2013,Instructions for a Heatwave
8710,345505719,Jonathan Kellerman,2012,"Victims (Alex Delaware, #27)"
8711,345543122,"Janet Evanovich, Lee Goldberg",2014,"The Job (Fox and O'Hare, #3)"
8712,1419717014,Jeff Kinney,2015,"Old School (Diary of a Wimpy Kid, #10)"
8713,,Victoria Helen Stone,2016,"Evelyn, After"
8714,786813075,Sharon G. Flake,1998,The Skin I'm In
8715,006178480X,James Rollins,2013,The Eye of God (Sigma Force #9)
8716,571225365,Kazuo Ishiguro,1986,An Artist of the Floating World
8717,802118585,"Pascal Mercier, Barbara Harshav",2004,Night Train to Lisbon
8718,62240196,Tessa Dare,2014,"Romancing the Duke (Castles Ever After, #1)"
8719,451410815,Martha Grimes,1981,"The Man With a Load of Mischief (Richard Jury, #1)"
8720,1463756976,Jessica Sorensen,2011,"The Underworld (Fallen Star, #2)"
8721,743262131,David McCullough,1977,"The Path Between the Seas: The Creation of the Panama Canal, 1870-1914"
8722,62277022,Louise Erdrich,2016,LaRose
8723,1620402750,Lucie Whitehouse,2014,Before We Met
8724,61256684,"The Waiter, Steve Dublanica",2008,Waiter Rant: Thanks for the Tip-Confessions of a Cynical Waiter
8725,385366434,Kevin Hearne,2012,"Two Ravens and One Crow (The Iron Druid Chronicles, #4.5)"
8726,543896609,Robert Louis Stevenson,1888,The Black Arrow
8727,399157239,"Tom Clancy, Grant Blackwood",2010,"Dead or Alive (Jack Ryan Universe, #13)"
8728,671729403,V.C. Andrews,1984,"Fallen Hearts (Casteel, #3)"
8729,756403014,Melanie Rawn,1985,"Dragon Prince (Dragon Prince, #1)"
8730,1439156336,Jeffery Deaver,2010,"The Burning Wire (Lincoln Rhyme, #9)"
8731,316899984,Breena Clarke,1999,"River, Cross My Heart"
8732,802472966,"Nancy Leigh DeMoss, Elisabeth Elliot",2000,Lies Women Believe: And the Truth that Sets Them Free
8733,968709184,Jack London,1903,To Build a Fire
8734,316701343,Lisi Harrison,2005,"Invasion of the Boy Snatchers (The Clique, #4)"
8735,345417968,John Irving,1974,The 158-Pound Marriage
8736,1401322905,Chris Anderson,2009,Free: The Future of a Radical Price
8737,156097432X,"Joe Sacco, Edward Said",1996,Palestine
8738,452275040,"Vincent van Gogh, Irving Stone, Jean   Stone",1937,Dear Theo
8739,7350481,Cecelia Ahern,2012,One Hundred Names
8740,1419122126,Louisa May Alcott,1868,"Good Wives (Little Women, #1.5)"
8741,62227327,Yangsze Choo,2013,The Ghost Bride
8742,99409968,"Terry Brooks, George Lucas",1999,Star Wars - Episode I: The Phantom Menace
8743,1595828753,"Gene Luen Yang, Michael Dante DiMartino, Gurihiru, Bryan Konietzko",2012,"Avatar: The Last Airbender (The Promise, #2)"
8744,,Karina Halle,2014,The Pact
8745,552551317,Jacqueline Wilson,1997,"Girls in Love (Girls, #1)"
8746,64440516,"Else Holmelund Minarik, Maurice Sendak",1960,Little Bear's Friend
8747,743235274,Twyla Tharp,2003,The Creative Habit: Learn It and Use It for Life
8748,,"Mourid Barghouti, مريد البرغوثي",1997,رأيت رام الله
8749,61990655,Jocelyn Davies,2011,"A Beautiful Dark (A Beautiful Dark, #1)"
8750,788720392,"Marion Zimmer Bradley, Diana L. Paxson",1996,"Lady of Avalon (Avalon, #3)"
8751,399160450,"Tom Clancy, Mark Greaney",2012,"Threat Vector (Jack Ryan Universe, #15)"
8752,671725823,"Miles Davis, Quincy Troupe",1989,Miles: The Autobiography
8753,440409411,Elizabeth Winthrop,1985,"The Castle in the Attic (The Castle in the Attic, #1)"
8754,61767891,Steven Tyler,2011,Does the Noise in My Head Bother You?
8755,,George R.R. Martin,2003,"The Sworn Sword (The Tales of Dunk and Egg, #2)"
8756,1416549978,Jeffery Deaver,2008,"The Broken Window (Lincoln Rhyme, #8)"
8757,,H.P. Lovecraft,1978,The Complete Works of H.P. Lovecraft
8758,1476778019,Christina Lauren,2015,"Beautiful Secret (Beautiful Bastard, #4)"
8759,399157573,Patricia Cornwell,2013,"Dust (Kay Scarpetta, #21)"
8760,486275442,Anton Chekhov,1900,The Three Sisters
8761,439679966,Anthony Horowitz,2006,"Evil Star (The Gatekeepers, #2)"
8762,1476776075,Abbi Glines,2014,"You Were Mine (Rosemary Beach, #9)"
8763,031298328X,"Janet Evanovich, Charlotte Hughes",2002,Full Tilt (Full #2)
8764,316032220,Josh Bazell,2008,Beat the Reaper (Peter Brown #1)
8765,312989768,Elin Hilderbrand,2002,Nantucket Nights
8766,076534078X,"Brian Herbert, Kevin J. Anderson",2002,"The Machine Crusade (Legends of Dune, #2)"
8767,345418530,Piers Anthony,1982,"Ogre, Ogre (Xanth #5)"
8768,517502917,"Arthur Conan Doyle, William S. Baring-Gould",1967,The Annotated Sherlock Holmes: The Four Novels and the Fifty-Six Short Stories Complete (2 Volume Set)
8769,425272354,Joanna Wylde,2014,"Devil's Game (Reapers MC, #3)"
8770,,Nicky Charles,2010,"The Keeping (Law of the Lycans, #3)"
8771,140547126,Mercer Mayer,1968,There's a Nightmare in My Closet
8772,62325345,Patricia Cornwell,2014,"Flesh and Blood (Kay Scarpetta, #22)"
8773,805445528,Beth Moore,1999,Breaking Free: Discover the Victory of Total Surrender
8774,140504206,Eric Hill,1980,Where's Spot?
8775,1515303942,"Penelope Ward, Vi Keeland",2015,Cocky Bastard
8776,143035061,Jan Karon,1997,"Out to Canaan (Mitford Years, #4)"
8777,316002925,"James Patterson, Michael Ledwidge",2007,"The Dangerous Days of Daniel X (Daniel X, #1)"
8778,000741949X,"Camilla Läckberg, Tiina Nunnally",2007,"The Hidden Child (Patrik Hedström, #5)"
8779,451217454,Terry McMillan,1992,Waiting to Exhale (Waiting To Exhale #1)
8780,545240778,Elizabeth Eulberg,2011,Prom and Prejudice
8781,044669567X,Carl Hiaasen,1993,Strip Tease
8782,1400034698,Gabriel García Márquez,1992,Strange Pilgrims
8783,553297988,Kevin J. Anderson,1994,"Jedi Search (Star Wars: The Jedi Academy Trilogy, #1)"
8784,1595541810,Ted Dekker,2005,"Showdown (Paradise, #1)"
8785,399164421,J.D. Robb,2013,"Thankless in Death (In Death, #37)"
8786,743431677,John le Carré,1961,Call for the Dead
8787,142501085,Brian Jacques,1998,"Marlfox (Redwall, #11)"
8788,679761047,"Yasunari Kawabata, Edward G. Seidensticker",1937,Snow Country
8789,767921992,J. Maarten Troost,2006,Getting Stoned with Savages: A Trip Through the Islands of Fiji and Vanuatu
8790,425161242,Robin Cook,1997,"Chromosome 6 (Jack Stapleton & Laurie Montgomery, #3)"
8791,425178102,Dave Barry,1999,Big Trouble
8792,486434095,"Fyodor Dostoyevsky, Ergin Altay",1861,The House of the Dead
8793,031234872X,Kim Gruenenfelder,2005,"A Total Waste of Makeup (Charlize Edwards, #1)"
8794,014132063X,Morris Gleitzman,2005,"Once (Once, #1)"
8795,316909688,Cecily von Ziegesar,2003,"Because I'm Worth It (Gossip Girl, #4)"
8796,399162372,John Sandford,2014,"Deadline (Virgil Flowers, #8)"
8797,62081896,Sara Shepard,2012,"Stunning (Pretty Little Liars, #11)"
8798,449138240,Gary Brandner,1977,The Howling
8799,380008319,Roger Zelazny,1975,Sign of the Unicorn (The Chronicles of Amber #3)
8800,375834869,Carl Hiaasen,2009,Scat
8801,743231511,Douglas Coupland,1994,Life After God
8802,143036939,John Berendt,2005,The City of Falling Angels
8803,307716546,Rosamund Lupton,2011,Afterwards
8804,9792230300,Ilana Tan,2007,Autumn in Paris
8805,876855966,Charles Bukowski,1983,Hot Water Music
8806,312980388,Wilbur Smith,1995,"Warlock (Ancient Egypt, #3)"
8807,1250054052,Oprah Winfrey,2014,What I Know for Sure
8808,,Amanda Hocking,2010,"Wisdom (My Blood Approves, #4)"
8809,1451688385,Colm Tóibín,2012,The Testament of Mary
8810,,Sara B. Larson,2014,"Defy (Defy, #1)"
8811,345452887,Fannie Flagg,1998,"Standing in the Rainbow (Elmwood Springs, #2)"
8812,9735004100,Mircea Eliade,1933,Maitreyi
8813,,Christina McKenna,2008,The Misremembered Man (Tailorstown #1)
8814,786886323,Glen David Gold,2001,Carter Beats the Devil
8815,872862097,"Georges Bataille, Joachim Neugroschel, Dovid Bergelson",1928,Story of the Eye
8816,039915583X,Kate Jacobs,2007,"Knit Two (Friday Night Knitting Club, #2)"
8817,99417472,Maurice Sendak,1970,In the Night Kitchen
8818,99449897,Raymond Carver,1976,"Will You Please Be Quiet, Please?"
8819,679722017,"Rainer Maria Rilke, Stephen Mitchell, Robert Hass",1976,The Selected Poetry of Rainer Maria Rilke
8820,044657449X,Larissa Ione,2011,"Eternal Rider (Lords of Deliverance, #1, Demonica, #6)"
8821,,"Gabriel García Márquez, Randolph Hogan",1970,The Story of a Shipwrecked Sailor
8822,039916443X,J.D. Robb,2014,"Concealed in Death (In Death, #38)"
8823,553384104,Christiane Northrup,1994,"Women's Bodies, Women's Wisdom: Creating Physical and Emotional Health and Healing"
8824,425152898,John Sandford,1995,"Mind Prey (Lucas Davenport, #7)"
8825,,Lindsay Ashford,2015,The Color of Secrets
8826,1563897776,"Warren Ellis, John Cassaday",2000,"Planetary, Volume 1: All Over the World and Other Stories"
8827,1908844965,Danielle L. Jensen,2014,"Stolen Songbird (The Malediction Trilogy, #1)"
8828,805095837,Andy Cohen,2012,Most Talkative: Stories from the Front Lines of Pop Culture
8829,451190521,Stephen King,1996,"The Green Mile, Part 2: The Mouse on the Mile"
8830,743484355,Mary Higgins Clark,1982,A Cry In The Night
8831,1556520743,"Assata Shakur, Angela Y. Davis, Lennox S. Hinds",1987,Assata: An Autobiography
8832,60596384,Clive Barker,2004,"Days of Magic, Nights of War (Abarat, #2)"
8833,899190359,"Paul Galdone, Peter Christen Asbjørnsen",1841,The Three Billy Goats Gruff
8834,,Willow Aster,2013,True Love Story
8835,,"Corina Bomann, Alison Layland",2013,The Moonlit Garden
8836,446539252,Edward M. Kennedy,2009,True Compass: A Memoir
8837,142002054,Ian Fleming,1956,"Diamonds Are Forever (James Bond, #4)"
8838,60594527,James Hilton,1933,Lost Horizon
8839,,Caroline Kepnes,2016,"Hidden Bodies (You, #2)"
8840,142437271,"Nella Larsen, Ntozake Shange, Thadious M. Davis",1929,Passing
8841,61238961,"Neil Gaiman, Michael Reaves",2007,"InterWorld (InterWorld, #1)"
8842,375836578,David Levithan,2004,The Realm of Possibility
8843,345495802,Harry Bernstein,2006,The Invisible Wall: A Love Story That Broke Barriers
8844,1595143378,Brenna Yovanoff,2010,The Replacement
8845,1439172951,"George Carlin, Tony Hendra",2009,Last Words
8846,375423729,James Gleick,2011,"The Information: A History, a Theory, a Flood"
8847,385333218,Homer Hickam,1998,Rocket Boys (Coalwood #1)
8848,440236924,Danielle Steel,1987,Kaleidoscope
8849,743457927,John le Carré,1986,A Perfect Spy
8850,394758269,Raymond Chandler,1942,"The High Window (Philip Marlowe, #3)"
8851,425255700,Laurell K. Hamilton,2013,"Affliction (Anita Blake, Vampire Hunter #22)"
8852,,Kristen Ashley,2011,"Wildest Dreams (Fantasyland, #1)"
8853,425157539,John Sandford,1996,"Sudden Prey (Lucas Davenport, #8)"
8854,842339523,Francine Rivers,1993,Mark of the Lion Trilogy
8855,753510995,Richard Branson,2006,"Screw It, Let's Do It: Lessons In Life"
8856,64401510,"Betty MacDonald, Alexandra Boiger",1949,"Mrs. Piggle-Wiggle's Magic (Mrs. Piggle Wiggle, #2)"
8857,142302260,"Roald Dahl, Quentin Blake",1982,Revolting Rhymes
8858,312983603,Val McDermid,1995,"The Mermaids Singing (Tony Hill & Carol Jordan, #1)"
8859,60653205,C.S. Lewis,1949,The Weight of Glory
8860,515122734,Nora Roberts,1997,Sanctuary
8861,345454944,Robert Crais,1996,"Sunset Express (Elvis Cole, #6)"
8862,698193032,J.R. Ward,2015,"The Bourbon Kings (The Bourbon Kings, #1)"
8863,449214729,Alistair MacLean,1957,The Guns of Navarone
8864,142003255,Ian Fleming,1963,"On Her Majesty's Secret Service (James Bond, #11)"
8865,671733419,Robin Norwood,1985,Women Who Love Too Much: When You Keep Wishing and Hoping He'll Change
8866,1423101952,Perry Moore,2007,Hero
8867,385265565,Alex Kotlowitz,1991,There are No Children Here: The Story of Two Boys Growing Up in the Other America
8868,2310015,Agatha Christie,1965,"At Bertram's Hotel (Miss Marple, #11)"
8869,8143676,Kiera Cass,2015,"Happily Ever After (The Selection, #0.4, 0.5, 2.5, 2.6)"
8870,142400580,"John D. Fitzgerald, Mercer Mayer",1967,The Great Brain (Great Brain #1)
8871,1846164257,Chris d'Lacey,2007,"The Fire Eternal (The Last Dragon Chronicles, #4)"
8872,743430336,Julie Garwood,2001,"Mercy (Buchanan-Renard, #2)"
8873,749391685,Roddy Doyle,1987,The Commitments
8874,385526350,Chuck Palahniuk,2010,Tell-All
8875,689855532,Sonya Sones,2001,What My Mother Doesn't Know (What My Mother Doesn't Know #1)
8876,670021474,Danielle Trussoni,2010,"Angelology (Angelology, #1)"
