book_id,isbn,authors,original_publication_year,title
7057,0312569033,Emmy Laybourne,2012,"Monument 14 (Monument 14, #1)"
7058,0060727217,Jude Deveraux,1980,"The Black Lyon (Montgomery/Taggert, #1)"
7059,0001594489424,Anne Lamott,2007,Grace (Eventually): Thoughts on Faith
7060,0307354164,Martha Stewart,2007,Everyday Food: Great Food Fast
7061,,Christina Lauren,2013,"Beautiful Bombshell (Beautiful Bastard, #2.5)"
7062,0001408319462,Teri Terry,2012,"Slated (Slated, #1)"
7063,0009799731232,Pramoedya Ananta Toer,1975,Bumi Manusia
7064,0843958448,Christine Feehan,2000,"Dark Gold (Dark, #3)"
7065,0743294394,Kathy Reichs,2009,"206 Bones (Temperance Brennan, #12)"
7066,0375409289,Lorrie Moore,2009,A Gate at the Stairs
7067,,Rebecca Forster,2004,"Hostile Witness (Witness Series, #1)"
7068,0140187723,"Jack London, Andrew Sinclair",1909,Martin Eden
7069,0008370541240,Andrzej Sapkowski,1997,"Wieża Jaskółki (Saga o Wiedźminie, #6)"
7070,0385339526,Conn Iggulden,2008,"Genghis: Lords of the Bow (Conqueror, #2)"
7071,,Kevin Wignall,2016,A Death in Sweden
7072,0001401235638,"Brian Azzarello, Cliff Chiang, Tony Akins, Dan Green, Matthew Wilson, Jared K. Fletcher",2012,"Wonder Woman, Volume 1: Blood"
7073,,Brittainy C. Cherry,2014,Loving Mr. Daniels
7074,0001904271359,"William Shakespeare, David Scott Kastan",1597,"King Henry IV, Part 1 (Wars of the Roses, #2)"
7075,0316236535,Ed Emberley,1992,"Go Away, Big Green Monster!"
7076,0001427817413,"Jinsei Kataoka, Kazuma Kondou",2007,"Deadman Wonderland, Volume 1 (Deadman Wonderland, #1)"
7077,0001612184650,Linda Lafferty,2012,The Bloodletter's Daughter: A Novel of Old Bohemia
7078,0822210789,Robert Harling,1988,Steel Magnolias (DPS Acting Edition)
7079,0449911942,John Updike,1990,Rabbit at Rest (Rabbit Angstrom #4)
7080,0553582909,"David Axton, Dean Koontz",1976,Icebound
7081,0688163653,Diana Wynne Jones,1988,"The Lives of Christopher Chant (Chrestomanci, #2)"
7082,0553383051,George R.R. Martin,1982,Fevre Dream
7083,0803725507,"Caralyn Buehner, Mark Buehner",2002,Snowmen at Night
7084,,Alessandra Torre,2015,"Hollywood Dirt (Hollywood Dirt, #1)"
7085,0001478314605,Tara Sivec,2012,"Futures and Frosting (Chocolate Lovers, #2)"
7086,0451528891,"Thomas Paine, Sidney Hook, Jack Fruchtman Jr.",1776,"Common Sense, The Rights of Man and Other Essential Writings"
7087,000006228553X,Matthew Quick,2014,The Good Luck of Right Now
7088,0375424482,Alexander McCall Smith,2008,"The Miracle at Speedy Motors (No.1 Ladies' Detective Agency, #9)"
7089,0142002046,Ian Fleming,1959,"Goldfinger (James Bond, #7)"
7090,0003746611091,Émile Zola,1880,"Nana (Les Rougon-Macquart, #9)"
7091,0001442454148,Richard Paul Evans,2012,"Rise of the Elgen (Michael Vey, #2)"
7092,0743417321,Clive Barker,1988,Cabal
7093,0307356361,Tom Perrotta,2007,The Abstinence Teacher
7094,,David Baldacci,2016,"No Man's Land (John Puller, #4)"
7095,0812541626,David Farland,1998,The Runelords (Runelords #1)
7096,0241963745,Suzanne Rindell,2013,The Other Typist
7097,,"Cassandra Clare, Sarah Rees Brennan",2015,"Welcome to Shadowhunter Academy (Tales from the Shadowhunter Academy, #1)"
7098,0002290011150,Alan Dean Foster,1979,Alien
7099,0399157077,Robert Crais,2011,"The Sentry (Elvis Cole, #14; Joe Pike, #3)"
7100,0001456527738,J.M. Darhower,2014,"Sempre (Sempre, #1)"
7101,000042527067X,Ilona Andrews,2015,"Magic Shifts (Kate Daniels, #8)"
7102,0553573764,Susanna Kearsley,1994,Mariana
7103,0141311428,"Roald Dahl, Quentin Blake",1986,Going Solo
7104,0786838825,"Sara Pennypacker, Marla Frazee",2006,"Clementine (Clementine, #1)"
7105,0001841498874,Daniel Abraham,2011,"The Dragon's Path (The Dagger and the Coin, #1)"
7106,0151686564,"T.S. Eliot, Edward Gorey",1939,Old Possum's Book of Practical Cats
7107,0001471132978,Philippa Gregory,2015,"The Taming of the Queen (The Plantagenet and Tudor Novels, #11)"
7108,,Cassie Dandridge Selleck,2012,The Pecan Man
7109,0001565849930,"Henning Mankell, Laurie Thompson",1994,"The Man Who Smiled (Kurt Wallander, #4)"
7110,0001931514607,Ai Yazawa,2000,"Paradise Kiss, Vol. 1 (Paradise Kiss, #1)"
7111,0001591842247,Geoff Colvin,2008,Talent is Overrated: What Really Separates World-Class Performers from Everybody Else
7112,0312947062,Sherrilyn Kenyon,2008,One Silent Night (Dark-Hunter #15)
7113,0743468406,Lois McMaster Bujold,1986,"The Warrior's Apprentice (Vorkosigan Saga, #2)"
7114,,"أحلام مستغانمي, Ahlam Mosteghanemi",2003,عابر سرير
7115,0805017224,"George C. Perry, Clive Barda, Jane Rice, Andrew Lloyd Webber",1987,The Complete Phantom of the Opera
7116,0810993236,"Michael Buckley, Peter Ferguson",2005,"The Unusual Suspects (The Sisters Grimm, #2)"
7117,0060608528,Dietrich Bonhoeffer,1939,Life Together: The Classic Exploration of Christian Community
7118,0345418484,Stephen R. Donaldson,1983,"White Gold Wielder (The Second Chronicles of Thomas Covenant, #3)"
7119,0345334310,Anne McCaffrey,1969,"The Ship Who Sang (Brainship, #1)"
7120,000076537708X,"Liu Cixin, Joel Martinsen",2008,"The Dark Forest (Remembrance of Earth’s Past, #2)"
7121,0001841499005,Mira Grant,2012,"Blackout (Newsflesh Trilogy, #3)"
7122,0001455500135,"Douglas Preston, Lincoln Child",2011,"Cold Vengeance (Pendergast, #11)"
7123,0425153975,"Leigh Nichols, Dean Koontz",1981,The Eyes of Darkness
7124,0451456726,Anne Bishop,1999,"Heir to the Shadows (The Black Jewels, #2)"
7125,0001492103748,Pepper Winters,2013,"Tears of Tess (Monsters in the Dark, #1)"
7126,0752815393,Tami Hoag,1996,"Guilty as Sin  (Deer Lake, #2)"
7127,000044661002X,Jacqueline Carey,2006,"Kushiel's Scion (Imriel's Trilogy, #1)"
7128,0441010644,Alastair Reynolds,2001,Chasm City
7129,0230744273,Martin Sixsmith,2009,"The Lost Child of Philomena Lee: A Mother, Her Son and a 50 Year Search"
7130,0545010306,Jim Benton,2004,Let's Pretend This Never Happened (Dear Dumb Diary #1)
7131,0786868910,Liz Murray,2010,"Breaking Night: A Memoir of Forgiveness, Survival, and My Journey from Homeless to Harvard"
7132,0399157034,"J.D. Robb, Nora Roberts",2011,"Treachery in Death (In Death, #32)"
7133,0345516532,Nancy Horan,2014,Under the Wide and Starry Sky
7134,,Quinn Loftis,2011,"Blood Rites (The Grey Wolves, #2)"
7135,0143039571,"Saul Bellow, Christopher Hitchens",1953,The Adventures of Augie March
7136,,Tijan,2013,"Carter Reed (Carter Reed, #1)"
7137,0743225082,Tony Parsons,1999,"Man and Boy (Harry Silver, #1)"
7138,0330353829,Margaret George,1997,The Memoirs of Cleopatra
7139,0345505514,Steve Berry,2011,"The Jefferson Key (Cotton Malone, #7)"
7140,0345808002,Miriam Toews,2014,All My Puny Sorrows
7141,0804138567,Miranda Beverly-Whittemore,2014,Bittersweet
7142,0553341030,John Gribbin,1984,In Search of Schrödinger's Cat: Quantum Physics and Reality
7143,0765357054,F. Paul Wilson,1981,"The Keep (Adversary Cycle, #1)"
7144,0316101877,"James Patterson, Chris Tebbetts, Laura Park",2011,"Middle School: The Worst Years of My Life (Midde School, #1)"
7145,0446603775,Octavia E. Butler,1987,"Dawn (Xenogenesis, #1)"
7146,0553383663,David A. Vise,2006,"The Google Story: Inside the Hottest Business, Media, and Technology Success of Our Time"
7147,0001933633638,"Hans Fallada, Michael Hofmann, Geoff Wilkes",1947,Every Man Dies Alone
7148,0698410424,Alwyn Hamilton,2016,"Rebel of the Sands (Rebel of the Sands, #1)"
7149,0441005667,Joe Haldeman,1997,"Forever Peace (The Forever War, #2)"
7150,0425178579,"J.D. Robb, Nora Roberts",2001,"Betrayal in Death (In Death, #12)"
7151,0440351839,"C.G. Jung, Joseph L. Henderson, Aniela Jaffé, Jolande Jacobi, John Freeman, Marie-Louise von Franz",1964,Man and His Symbols
7152,000159038363X,Gerald N. Lund,1994,"Pillar of Light (The Work and the Glory, #1)"
7153,0545208858,Kazu Kibuishi,2010,"The Cloud Searchers (Amulet, #3)"
7154,0001501126229,Steven  Rowley,2016,Lily and the Octopus
7155,000061870986X,Tim O'Brien,1994,In the Lake of the Woods
7156,0312949820,"Lisa Kleypas, Rosalyn Landor",2009,"Tempt Me at Twilight (The Hathaways, #3)"
7157,0001402798431,Colleen Houck,2012,"Tiger's Destiny (The Tiger Saga, #4)"
7158,0440222702,Harlan Coben,1997,Back Spin (Myron Bolitar #4)
7159,0380808080,Susan Elizabeth Phillips,2000,"This Heart of Mine (Chicago Stars, #5)"
7160,0001937053415,Jennifer L. Armentrout,2012,"Elixir (Covenant, #3.5)"
7161,0571297889,Louise Doughty,2013,Apple Tree Yard
7162,0002841873900,"Douglas Preston, Lincoln Child",2000,The Ice Limit (Ice Limit #1)
7163,,Emma Chase,2014,"Twisted (Tangled, #2)"
7164,0316127191,Gail Carriger,2011,"Heartless (Parasol Protectorate, #4)"
7165,0764200119,Janette Oke,1983,"When Calls the Heart (Canadian West, #1)"
7166,0062224859,Stephanie Evanovich,2013,Big Girl Panties
7167,0671870114,Julie Garwood,1993,Saving Grace
7168,0312605382,Lisa Kleypas,2010,"Married By Morning (The Hathaways, #4)"
7169,0001400041988,"Vladimir Nabokov, David Lodge",1953,Pnin
7170,0345322231,Piers Anthony,1987,"Being a Green Mother (Incarnations of Immortality, #5)"
7171,0001905294964,Cornelia Funke,1990,"The Inkheart Trilogy: Inkheart, Inkspell, Inkdeath (Inkworld, #1-3)"
7172,0001419176528,Nikolai Gogol,1842,The Overcoat
7173,0004770019572,"Eiji Yoshikawa, Charles Terry, Edwin O. Reischauer",1935,Musashi
7174,0545052424,Wendy Mass,2010,"Finally (Willow Falls, #2)"
7175,0385532458,John Grisham,2008,Ford County
7176,0140436030,Matthew      Lewis,1796,The Monk
7177,0399168796,John Sandford,2015,"Gathering Prey (Lucas Davenport, #25)"
7178,0345522028,Jamie Ford,2013,Songs of Willow Frost
7179,0312340702,"Arnaldur Indriðason, Bernard Scudder",2000,"Jar City (Inspector Erlendur, #3)"
7180,0743437810,Jeffery Deaver,2003,"The Vanished Man (Lincoln Rhyme, #5)"
7181,0399256156,Lynda Mullaly Hunt,2012,One for the Murphys
7182,0310211883,"Jim Cymbala, Dean Merrill",1997,"Fresh Wind, Fresh Fire: What Happens When God's Spirit Invades the Heart of His People"
7183,0062128027,Megan Shepherd,2013,"The Madman’s Daughter (The Madman’s Daughter, #1)"
7184,0316211222,"James Patterson, Howard Roughan",2013,"Second Honeymoon (Honeymoon, #2)"
7185,,Samantha Young,2015,"Hero (Hero, #1)"
7186,0786891122,George Carlin,1997,Brain Droppings
7187,0345371984,"Douglas Adams, Mark Carwardine",1990,Last Chance to See
7188,0439903440,Gordon Korman,2008,"Swindle (Swindle, #1)"
7189,0001596436239,Lucy Knisley,2013,Relish: My Life in the Kitchen
7190,0803739095,Huntley Fitzpatrick,2014,What I Thought Was True
7191,000613321368X,Lambert M. Surhone,-2147483648,Pretty Little Liars (TV Series)
7192,0062081861,Sara Shepard,2011,"Ruthless (Pretty Little Liars, #10)"
7193,0399162178,Beatriz Williams,2014,The Secret Life of Violet Grant
7194,0425213617,Shayla Black,2007,"Wicked Ties (Wicked Lovers, #1)"
7195,000043984665X,Jenny Nimmo,2007,"Charlie Bone and the Beast (The Children of the Red King, #6)"
7196,,Vi Keeland,2016,The Baller: A Down and Dirty Football Novel
7197,0765336413,Brian Staveley,2015,"The Providence of Fire (Chronicle of the Unhewn Throne, #2)"
7198,0300115466,"Jean-Paul Sartre, Arlette Elkaïm-Sartre, Annie Cohen-Solal, Carol Macomber",1946,Existentialism Is a Humanism
7199,0679456201,Gloria Steinem,2015,My Life on the Road
7200,000159184312X,Scott Belsky,2010,Making Ideas Happen: Overcoming the Obstacles Between Vision and Reality
7201,0061767603,Lauren Conrad,2010,"Sweet Little Lies (L.A. Candy, #2)"
7202,,Katy Evans,2013,"Remy (Real, #3)"
7203,,Kristen Ashley,2011,"Rock Chick Revenge (Rock Chick, #5)"
7204,0439643635,"Hans Christian Andersen, Rachel Isadora",1845,The Little Match Girl
7205,0156031566,Rory Stewart,2004,The Places in Between
7206,0425280101,Nora Roberts,2015,"Stars of Fortune (The Guardians Trilogy, #1)"
7207,0062123742,Justin Halpern,2012,I Suck at Girls
7208,0425205967,Agatha Christie,1959,"Cat Among the Pigeons (Hercule Poirot, #32)"
7209,0385535309,Edward Rutherfurd,2013,Paris
7210,0486270645,Guy de Maupassant,1884,The Necklace and Other Short Stories
7211,0446694258,Michael Connelly,1999,Void Moon
7212,0543895882,Rudyard Kipling,1897,Captains Courageous
7213,,John Sandford,1990,"Shadow Prey (Lucas Davenport, #2)"
7214,0008466302204,Anne Rice,1997,Violin
7215,0001250076420,Sharon Guskin,2016,The Forgetting Time
7216,000141694737X,Rod Campbell,-2147483648,Dear Zoo: A Lift-the-Flap Book
7217,0001421501708,"Tsugumi Ohba, Takeshi Obata",2004,"Death Note, Vol. 3: Hard Run (Death Note, #3)"
7218,0399256180,John Flanagan,2011,"The Lost Stories (Ranger's Apprentice, #11)"
7219,,Lee Child,2012,"Deep Down (Jack Reacher, #16.5)"
7220,0001921794097,Hannah Harrington,2011,Saving June
7221,0451475496,M.J. Arlidge,2014,"Eeny Meeny (Helen Grace, #1)"
7222,0001250003334,Anna Banks,2013,"Of Triton (The Syrena Legacy, #2)"
7223,0553807722,Dean Koontz,2010,What the Night Knows
7224,,Kitty French,2012,"Knight & Play (Knight, #1)"
7225,,Anthony  Ryan,2015,"Queen of Fire (Raven's Shadow, #3)"
7226,0345418468,Stephen R. Donaldson,1979,"The Wounded Land (The Second Chronicles of Thomas Covenant, #1)"
7227,0679736395,William Styron,1990,Darkness Visible: A Memoir of Madness
7228,0001451657706,Vaddey Ratner,2012,In the Shadow of the Banyan
7229,0374379939,Jack Gantos,2011,Dead End in Norvelt
7230,0001439147973,Jennifer Estep,2010,"Spider's Bite (Elemental Assassin, #1)"
7231,0486277909,Ralph Waldo Emerson,1844,Self-Reliance and Other Essays
7232,0312420331,J.G. Ballard,1973,Crash
7233,0380811960,"Adele Faber, Elaine Mazlish, Kimberly Ann Coe",1979,How to Talk So Kids Will Listen & Listen So Kids Will Talk
7234,0879101369,"Joseph Stein, Jerry Bock, Sheldon Harnick",1964,Fiddler on the Roof
7235,0001459245954,Sylvia Day,2013,"Afterburn (Jax & Gia, #1)"
7236,0385732953,Sydney Taylor,1951,"All-of-a-Kind Family (All-of-a-Kind Family, #1)"
7237,0525953183,Daniel Suarez,2014,Influx
7238,0345396553,Terry Brooks,2000,"Ilse Witch (Voyage of the Jerle Shannara, #1)"
7239,0375701044,Katharine Graham,1997,Personal History
7240,,Jane Harper,2017,"The Dry (Aaron Falk, #1)"
7241,0312983271,"Janet Evanovich, Charlotte Hughes",1981,Full House (Full #1)
7242,0806501901,"Kahlil Gibran, Anthony R. Ferris",1912,The Broken Wings
7243,0446554995,"Douglas Preston, Lincoln Child",2012,"Two Graves (Pendergast, #12)"
7244,0062116851,Robin Hobb,2013,"Blood of Dragons (Rain Wild Chronicles, #4)"
7245,0450837319,Cornelius Ryan,1974,A Bridge Too Far
7246,0060540745,Jerry Spinelli,2002,Loser
7247,0752860550,Kate Mosse,2007,"Sepulchre (Languedoc, #2)"
7248,0061714313,Richard Kadrey,2010,"Kill the Dead (Sandman Slim, #2)"
7249,0812992180,Rolf Potts,2002,Vagabonding: An Uncommon Guide to the Art of Long-Term World Travel
7250,0425247546,Laurell K. Hamilton,2012,"Kiss the Dead (Anita Blake, Vampire Hunter #21)"
7251,0684804522,Ernest Hemingway,1985,The Garden of Eden
7252,0425219437,Maya Banks,2008,"Sweet Surrender (Sweet, #1)"
7253,0345418476,Stephen R. Donaldson,1982,"The One Tree (The Second Chronicles of Thomas Covenant, #2)"
7254,0836217691,Bill Watterson,1994,Homicidal Psycho Jungle Cat: A Calvin and Hobbes Collection
7255,,J.C. Reed,2013,"Surrender Your Love (Surrender Your Love, #1)"
7256,,Matthew Mather,2013,CyberStorm
7257,0743406567,Chuck Klosterman,2001,Fargo Rock City: A Heavy Metal Odyssey in Rural North Dakota
7258,0886775981,Tad Williams,1993,"To Green Angel Tower, Part 1 (Memory, Sorrow, and Thorn, #3; Part 1)"
7259,0307589676,"Nujood Ali, Delphine Minoui, Linda Coverdale",2009,"I Am Nujood, Age 10 and Divorced"
7260,0345376048,Anne Rice,1979,The Feast of All Saints
7261,0316033979,Joshua Ferris,2014,To Rise Again at a Decent Hour
7262,0571199976,David Auburn,2000,Proof
7263,0441653049,"Robert A. Heinlein, Damon Knight",1967,"The Past Through Tomorrow (Future History, #1-21)"
7264,0394720954,Robert A. Caro,2002,"Master of the Senate (The Years of Lyndon Johnson, #3)"
7265,,Dean Koontz,2015,"Saint Odd (Odd Thomas, #7)"
7266,000037581423X,Roald Dahl,1977,The Wonderful Story of Henry Sugar and Six More
7267,0802757693,Charlaine Harris,1990,"Real Murders (Aurora Teagarden, #1)"
7268,0399157212,Patricia Cornwell,2010,"Port Mortuary (Kay Scarpetta, #18)"
7269,0449912450,Erich Maria Remarque,1945,Arch of Triumph: A Novel of a Man Without a Country
7270,0001563890976,"Dan Jurgens, Jerry Ordway, Louise Simonson, Roger Stern, Jon Bogdanove, Tom Grummett, Jackson Butch Guice, Brett Breeding, Rick Burchett, Doug Hazlewood, Dennis Janke, Denis Rodier",1993,The Death of Superman
7271,0001841959111,Steven Hall,2007,The Raw Shark Texts
7272,0001423160924,Rick Riordan,2016,"The Hammer of Thor (Magnus Chase and the Gods of Asgard, #2)"
7273,,Sonali Deraniyagala,2013,Wave
7274,0553295411,"Margaret Weis, Tracy Hickman",1991,"Fire Sea (The Death Gate Cycle, #3)"
7275,0743236718,Andrew Solomon,2012,"Far from the Tree: Parents, Children, and the Search for Identity"
7276,0679826424,"Barbara Park, Denise Brunkus",1992,"Junie B. Jones and the  Stupid Smelly Bus (Junie B. Jones, #1)"
7277,0060882867,"Gabriel García Márquez, Gregory Rabassa",1975,The Autumn of the Patriarch
7278,0007201788,Conn Iggulden,2008,"Bones of the Hills (Conqueror, #3)"
7279,0307957241,Oliver Sacks,1995,Hallucinations
7280,0385344414,Karen Marie Moning,2015,"Burned (Fever, #7)"
7281,,Edgar Allan Poe,1841,The Murders in the Rue Morgue
7282,0451458222,Guy Gavriel Kay,1984,The Summer Tree (The Fionavar Tapestry #1)
7283,0064400964,"Maud Hart Lovelace, Lois Lenski",1940,"Betsy-Tacy (Betsy-Tacy, #1)"
7284,0316014559,Sara Zarr,2008,Sweethearts
7285,0434017841,Lauren Groff,2008,The Monsters of Templeton
7286,0425263150,Charlaine Harris,2014,"Midnight Crossroad (Midnight, Texas, #1)"
7287,0553584707,Diane Mott Davidson,1990,"Catering to Nobody (A Goldy Bear Culinary Mystery, #1)"
7288,0373210574,Julie Kagawa,2012,"The Lost Prince (The Iron Fey: Call of the Forgotten, #1)"
7289,0743294386,Kathy Reichs,2008,"Devil Bones (Temperance Brennan, #11)"
7290,0517223007,James  Jones,1951,From Here to Eternity
7291,0001401911846,Wayne W. Dyer,1899,Change Your Thoughts - Change Your Life: Living the Wisdom of the Tao
7292,0446693790,Michael Moore,2003,"Dude, Where's My Country?"
7293,0345412214,Mario Puzo,1996,The Last Don
7294,,"يوسف زيدان, Youssef Ziedan",2012,محال
7295,0060724501,Meg Cabot,2005,"Ready or Not (All-American Girl, #2)"
7296,0743453026,Kathy Reichs,2005,"Cross Bones (Temperance Brennan, #8)"
7297,0809015803,Gerda Weissmann Klein,1959,All But My Life: A Memoir
7298,0688143202,"Rudyard Kipling, Jerry Pinkney",1894,Rikki-Tikki-Tavi
7299,0001401218377,"Grant Morrison, Frank Quitely",2009,"All-Star Superman, Vol. 2"
7300,0553805444,"George R.R. Martin, Elio M. García Jr., Linda Antonsson",2014,The World of Ice & Fire: The Untold History of Westeros and the Game of Thrones
7301,0380820854,Julia Quinn,2003,"To Sir Phillip, With Love (Bridgertons, #5)"
7302,000140009769X,"Nando Parrado, Vince Rause",2006,Miracle in the Andes
7303,0001484148037,Nicole  Williams,2013,"Lost & Found (Lost & Found, #1)"
7304,0689839103,Margaret Peterson Haddix,2003,"Among the Barons (Shadow Children, #4)"
7305,0803740816,"Kimberly Brubaker Bradley, مرضیه ورشوساز",2015,The War that Saved My Life (The War That Saved My Life #1)
7306,0439568420,R.L. Stine,1992,"Say Cheese and Die! (Goosebumps, #4)"
7307,0060932309,Bernard Cornwell,1997,"Sharpe's Tiger (Sharpe, #1)"
7308,0060837640,Meg Cabot,2007,Jinx
7309,0141181737,"Thomas Mann, Joachim Neugroschel",1911,Death in Venice and Other Tales
7310,0345539931,Alan Bradley,2015,"As Chimney Sweepers Come to Dust (Flavia de Luce, #7)"
7311,0312421990,Zoë Heller,2003,What Was She Thinking? [Notes on a Scandal]
7312,000045147516X,J.R. Ward,2016,"The Beast (Black Dagger Brotherhood, #14)"
7313,0425193942,Dorothea Benton Frank,1999,"Sullivan's Island (Lowcountry Tales, #1)"
7314,0001892213753,"CLAMP, Anita Sengupta",1998,"Cardcaptor Sakura: Master of the Clow, Vol. 1 (Cardcaptor Sakura, #7)"
7315,0001460995457,G.P. Ching,2011,"The Soulkeepers (The Soulkeepers, #1)"
7316,0446611913,Nelson DeMille,2002,Up Country
7317,0439636485,Michael Morpurgo,2003,Private Peaceful
7318,0425215679,Rhys Bowen,2007,"Her Royal Spyness (Her Royal Spyness Mysteries, #1)"
7319,,Ilona Andrews,2012,"Gunmetal Magic (Kate Daniels, #5.5)"
7320,,Joe Abercrombie,2015,"Half a War (Shattered Sea, #3)"
7321,,Kristen Ashley,2011,"Rock Chick Renegade (Rock Chick, #4)"
7322,,Jennifer Probst,2012,"The Marriage Mistake (Marriage to a Billionaire, #3)"
7323,0694006513,Bruce Degen,1982,Jamberry
7324,0385670516,Kelley Armstrong,2009,"Darkest Powers Trilogy (Darkest Powers, #1-3)"
7325,0812570812,Elizabeth Haydon,1999,"Rhapsody: Child of Blood (Symphony of Ages, #1)"
7326,0553278118,Erich Segal,1988,Doctors
7327,0001566562937,"Amin Maalouf, Russell Harris",1988,Samarkand
7328,0399156879,J.D. Robb,2010,"Indulgence in Death (In Death, #31)"
7329,0316230812,NoViolet Bulawayo,2013,We Need New Names
7330,0307021521,Marian Potter,1953,The Little Red Caboose (Little Golden Book)
7331,0451226801,Jen Lancaster,2009,Pretty in Plaid
7332,0875421180,Scott Cunningham,1988,Wicca: A Guide for the Solitary Practitioner
7333,0141185465,"Arthur Miller, Christopher Bigsby",1947,All My Sons
7334,0330425781,Cath Crowley,2010,Graffiti Moon
7335,0688040454,John Steptoe,1986,Mufaro's Beautiful Daughters: An African Tale
7336,0380818612,Lois McMaster Bujold,2003,"Paladin of Souls (World of the Five Gods, #2)"
7337,0670024961,Robert Greene,2012,Mastery
7338,0743422007,Kurt Vonnegut Jr.,1999,"God Bless You, Dr. Kevorkian"
7339,0001416551050,Molly Wizenberg,2009,A Homemade Life: Stories and Recipes from My Kitchen Table
7340,0618007016,David Wiesner,2001,The Three Pigs
7341,0001400078393,Martin E.P. Seligman,1990,Learned Optimism: How to Change Your Mind and Your Life
7342,0061779849,Kimberly Derting,2011,"Desires of the Dead (The Body Finder, #2)"
7343,0590462253,"John Lawrence Peterson, Roberta Carter Clark",1967,The Littles
7344,0064440192,"Peggy Parish, Barbara Siebel Thomas",1966,Amelia Bedelia and the Surprise Shower
7345,0689851324,Cynthia Voigt,1981,"Homecoming (Tillerman Cycle, #1)"
7346,0440240972,Karen Marie Moning,2005,"Spell of the Highlander (Highlander, #7)"
7347,0553563696,"Margaret Weis, Tracy Hickman",1993,"The Hand of Chaos (The Death Gate Cycle, #5)"
7348,0440225442,Harlan Coben,1998,One False Move (Myron Bolitar #5)
7349,0380000830,Roger Zelazny,1972,The Guns of Avalon (The Chronicles of Amber #2)
7350,0435124773,Katherine Paterson,1978,The Great Gilly Hopkins
7351,0425199320,Clive Cussler,2003,"Trojan Odyssey (Dirk Pitt, #17)"
7352,0345338545,James Alexander Thom,1981,Follow the River
7353,0743484908,"William Shakespeare, Barbara A. Mowat, Paul Werstine",1603,Measure for Measure
7354,0425127583,"Owen  West, Dean Koontz",1981,The Mask
7355,0001423176375,Cristin Terrill,2013,All Our Yesterdays
7356,0544025830,Kimberly Rae Miller,2013,Coming Clean
7357,0141009829,Kathleen Winsor,1944,Forever Amber 
7358,0375868704,John  Stephens,2011,"The Emerald Atlas (The Books of Beginning, #1)"
7359,0241144159,Zadie Smith,2016,Swing Time
7360,0805073663,Doug Stanton,2001,In Harm's Way: The Sinking of the U.S.S. Indianapolis and the Extraordinary Story of Its Survivors
7361,0001598163221,Yuna Kagesaki,2003,"Chibi Vampire, Vol. 01"
7362,0525425888,Nina LaCour,2014,Everything Leads to You
7363,0316058297,Wendy Mass,2006,Jeremy Fink and the Meaning of Life
7364,0399237321,Patricia Polacco,1998,"Thank You, Mr. Falker"
7365,0399158448,William Gibson,2014,The Peripheral
7366,0307269760,Alice Munro,2009,Too Much Happiness
7367,000162266910X,"J. Lynn, Jennifer L. Armentrout",2012,"Tempting the Best Man (Gamble Brothers, #1)"
7368,,C.S. Pacat,2015,"Captive Prince: Volume Two (Captive Prince, #2)"
7369,0373605692,Tiffany Reisz,2012,"The Siren (The Original Sinners, #1)"
7370,0743263065,William  Kennedy,1983,Ironweed
7371,0345505670,Jonathan Kellerman,2009,"Deception (Alex Delaware, #25)"
7372,0141019999,Michael Moore,2001,Stupid White Men
7373,0001408857901,Sarah J. Maas,2017,"A Court of Wings and Ruin (A Court of Thorns and Roses, #3)"
7374,0007302142,Derek Landy,2008,"The Faceless Ones (Skulduggery Pleasant, #3)"
7375,0618658947,Paul Theroux,1969,The Great Railway Bazaar
7376,0001439192987,Brad Thor,2012,"Black List (Scot Harvath, #11)"
7377,0001563894815,"Warren Ellis, Darick Robertson",1999,"Transmetropolitan, Vol. 2: Lust for Life (Transmetropolitan, #2)"
7378,0441013651,Charles Stross,2004,"The Atrocity Archives (Laundry Files, #1)"
7379,0786888016,Steve Martin,2003,The Pleasure of My Company
7380,0143036432,C.J. Sansom,2004,"Dark Fire (Matthew Shardlake, #2)"
7381,,Christina Lauren,2013,"Beautiful Beginning (Beautiful Bastard, #3.5)"
7382,0393081508,Liz Moore,2012,Heft
7383,0142401420,Brian Jacques,1995,"Outcast of Redwall (Redwall, #8)"
7384,0385341067,Lloyd Jones,2006,Mister Pip
7385,000030723827X,"Giada De Laurentiis, Victoria Pearson",2006,Giada's Family Dinners
7386,0001559362766,John Patrick Shanley,2005,Doubt
7387,0142409863,Cate Tiernan,2001,"Book of Shadows (Sweep, #1)"
7388,0312348266,Beth Harbison,2008,"Secrets of a Shoe Addict (Shoe Addict, #2)"
7389,000147679250X,Anna Todd,2014,"After We Fell (After, #3)"
7390,0001442152613,Laurie Fabiano,2006,Elizabeth Street
7391,,Sarah J. Maas,2012,"The Assassin and the Pirate Lord (Throne of Glass, #0.1)"
7392,0143037579,"Søren Kierkegaard, Alastair Hannay",1843,Fear and Trembling
7393,000044023803X,Amelia Atwater-Rhodes,2003,"Hawksong (The Kiesha'ra, #1)"
7394,0333725034,Peter F. Hamilton,1999,"The Naked God (Night's Dawn, #3)"
7395,0060266880,"Peggy Parish, Wallace Tripp",1971,"Come Back, Amelia Bedelia"
7396,0671726528,Thor Heyerdahl,1948,Kon-Tiki: Across The Pacific In A Raft
